Book	Sht	Row	NAME OF COMPANY	ACTIVE INGREDIENT	PRODUCT NAME	CONCENTRATION	FORMULATION TYPE	USE/S	TOXICITY CATEGORY	REGISTRATION NO.	EXPIRY DATE	MODE OF ENTRY	CROPS	PESTS / WEEDS / DISEASES
500-599	500	4	JOEPABS AGRICHEM CORPORATION	MANCOZEB	JOEPABS MANCOZEB 80 WP	800 g/Kg	WP	FUNGICIDE	4	538-053-3571	17/06/2022		Peanut	Cercospora leaf spot
500-599	500	5	JOEPABS AGRICHEM CORPORATION	MANCOZEB	JOEPABS MANCOZEB 80 WP	800 g/Kg	WP	FUNGICIDE	4	538-053-3571	17/06/2022		Soybeans	Leaf rust
500-599	500	6	JOEPABS AGRICHEM CORPORATION	MANCOZEB	JOEPABS MANCOZEB 80 WP	800 g/Kg	WP	FUNGICIDE	4	538-053-3571	17/06/2022		Ornamentals	"Black spot, blight, Anthracnose"
500-599	500	7	JOEPABS AGRICHEM CORPORATION	BUTACHLOR+PROPANIL	JOEPABS BUTACHLOR PROPANIL	350+350 g/L	EC	HERBICIDE	3	538-238-3570	05/10/2024	POST-EMERGENT	Rice (Direct-Seeded)	"Grasses,  Sedges and Broadleaves"
500-599	500	8	JOEPABS AGRICHEM CORPORATION	BUTACHLOR+PROPANIL	JOEPABS BUTACHLOR PROPANIL	350+350 g/L	EC	HERBICIDE	3	538-238-3570	05/10/2024	POST-EMERGENT	Rice (Transplanted)	"Grasses,  Sedges and Broadleaves"
500-599	500	9	"JEELS MASAGANA FARM SUPPLY, INC."	POLYETHYLENE SORBITANOLEATS+POLYOXYETHYLENE DODECYL ETHER	JM-CPA	250+450 mL/L		OTHERS	4	487-348-3638	04/02/2025	SELECTIVE (POST-EMERGENT)	-	As a surfactant on lampas
500-599	500	10	DCDM MARKETING INCORPORATED	THIAMETHOXAM	JEWEL 25 WG	250g/kg	WG	INSECTICIDE	4	467-312-4827	26/06/2022	SYSTEMIC	Pineapple	Mealy bug
500-599	500	11	DCDM MARKETING INCORPORATED	THIAMETHOXAM	JEWEL 25 WG	250g/kg	WG	INSECTICIDE	4	467-312-4827	26/06/2022	SYSTEMIC	Mango	Leafhopper
500-599	500	12	DCDM MARKETING INCORPORATED	THIAMETHOXAM	JEWEL 25 WG	250g/kg	WG	INSECTICIDE	4	467-312-4827	26/06/2022	SYSTEMIC	Rice	"Green leafhopper, brown plant hopper, white backed planthopper,rice bug, black bug"
500-599	500	13	DCDM MARKETING INCORPORATED	THIAMETHOXAM	JEWEL 25 WG	250g/kg	WG	INSECTICIDE	4	467-312-4827	26/06/2022	SYSTEMIC	Stringbeans	"Aphids, leafhopper"
500-599	500	14	DCDM MARKETING INCORPORATED	THIAMETHOXAM	JEWEL 25 WG	250g/kg	WG	INSECTICIDE	4	467-312-4827	26/06/2022	SYSTEMIC	Eggplant	"Aphids, leafhopper"
500-599	500	15	DCDM MARKETING INCORPORATED	THIAMETHOXAM	JEWEL 25 WG	250g/kg	WG	INSECTICIDE	4	467-312-4827	26/06/2022	SYSTEMIC	Banana	Flower Thrips
500-599	500	16	"SHELLHOMES CHEMICALS, INCORPORATED"	NICLOSAMIDE	JETKILL 250 EC	250 g/L	EC	MOLLUSCICIDE	4	481-229-2653	06/09/2022		Rice	Golden apple snail
500-599	500	17	"DOLE PHILS.,INC. (STANFILCO DIVISION)"	KEROSENE	JET A-1	99.9	EC	OTHERS	4	369-474-4311	02/04/2019	_	Cavendish banana asdisinfectant	Moko and Panama disease
500-599	500	18	"JEELS MASAGANA FARM SUPPLY, INC."	CARBOFURAN	JEELS CARBOFURAN 3G	30 g/kg	G	INSECTICIDE/NEMATICIDE	2	487-104-2896	28/09/2017		Corn	"Borer, earworm, grubs, seedling maggot"
500-599	500	19	"JEELS MASAGANA FARM SUPPLY, INC."	CARBOFURAN	JEELS CARBOFURAN 3G	30 g/kg	G	INSECTICIDE/NEMATICIDE	2	487-104-2896	28/09/2017		Cotton	"Nematodes, grubs"
500-599	500	20	"JEELS MASAGANA FARM SUPPLY, INC."	CARBOFURAN	JEELS CARBOFURAN 3G	30 g/kg	G	INSECTICIDE/NEMATICIDE	2	487-104-2896	28/09/2017		Eggplant	Fruitborer
500-599	500	21	"JEELS MASAGANA FARM SUPPLY, INC."	CARBOFURAN	JEELS CARBOFURAN 3G	30 g/kg	G	INSECTICIDE/NEMATICIDE	2	487-104-2896	28/09/2017		Field legumes	"Beanflies, grubs, nematodes"
500-599	500	22	"JEELS MASAGANA FARM SUPPLY, INC."	CARBOFURAN	JEELS CARBOFURAN 3G	30 g/kg	G	INSECTICIDE/NEMATICIDE	2	487-104-2896	28/09/2017		Rice	"Stem borer, whorl maggot, leafhopper, leaffolder, caseworm,planthopper"
500-599	500	23	"JEELS MASAGANA FARM SUPPLY, INC."	CARBOFURAN	JEELS CARBOFURAN 3G	30 g/kg	G	INSECTICIDE/NEMATICIDE	2	487-104-2896	28/09/2017		Soybeans	"Beanfly, grubs, nematodes, other soil insects"
500-599	500	24	"JEELS MASAGANA FARM SUPPLY, INC."	CARBOFURAN	JEELS CARBOFURAN 3G	30 g/kg	G	INSECTICIDE/NEMATICIDE	2	487-104-2896	28/09/2017		Sugarcane	"Borer, leafhopper, mealy bug, nematodes, scale insects"
500-599	500	25	"JEELS MASAGANA FARM SUPPLY, INC."	CARBOFURAN	JEELS CARBOFURAN 3G	30 g/kg	G	INSECTICIDE/NEMATICIDE	2	487-104-2896	28/09/2017		Tobacco	"Nematode, budworm"
500-599	500	26	"JEELS MASAGANA FARM SUPPLY, INC."	CARBOFURAN	JEELS CARBOFURAN 3G	30 g/kg	G	INSECTICIDE/NEMATICIDE	2	487-104-2896	28/09/2017		White potato	"Nematodes, grubs"
500-599	500	27	"JEELS MASAGANA FARM SUPPLY, INC."	CARBOFURAN	JEELS CARBOFURAN 3G	30 g/kg	G	INSECTICIDE/NEMATICIDE	2	487-104-2896	28/09/2017		Cowpea	"Beanfly, grubs, nematodes, other soil insects"
500-599	500	28	"JEELS MASAGANA FARM SUPPLY, INC."	CARBOFURAN	JEELS CARBOFURAN 3G	30 g/kg	G	INSECTICIDE/NEMATICIDE	2	487-104-2896	28/09/2017		Ornamentals	"Scale insect, aphids, mealy bug"
500-599	501	0	NAME OF COMPANY	ACTIVE INGREDIENT	PRODUCT NAME	CONCENTRATION	FORMULATION TYPE	USE/S	TOXICITY CATEGORY	REGISTRATION NO.	EXPIRY DATE	MODE OF ENTRY	CROPS	PESTS / WEEDS / DISEASES
500-599	501	1	ADVANCED AGRISOLUTIONS PHILIPPINESCORPORATION	CHLORPYRIFOS	JEDI CHLORPYRIFOS 40 EC	400 g/L	EC	INSECTICIDE	2	459-101-3585	22/10/2018		Banana	"Thrips,scarring beetle & aphids"
500-599	501	2	ADVANCED AGRISOLUTIONS PHILIPPINESCORPORATION	CHLORPYRIFOS	JEDI CHLORPYRIFOS 40 EC	400 g/L	EC	INSECTICIDE	2	459-101-3585	22/10/2018		Sugarcane	whitegrubs
500-599	501	3	ADVANCED AGRISOLUTIONS PHILIPPINESCORPORATION	CHLORPYRIFOS	JEDI CHLORPYRIFOS 40 EC	400 g/L	EC	INSECTICIDE	2	459-101-3585	22/10/2018		Pineapple	Ants & Mealybugs
500-599	501	4	CULTIVA INCORPORATED	ATRAZINE	JARGON 80 WP	800 g/Kg	WP	HERBICIDE	4	201-065-1797	19/01/2024	SELECTIVE (PRE-EMERGENT)	Corn	Broadleaf weeds & annual grasses
500-599	501	5	CULTIVA INCORPORATED	ATRAZINE	JARGON 80 WP	800 g/Kg	WP	HERBICIDE	4	201-065-1797	19/01/2024	SELECTIVE (PRE-EMERGENT)	Sorghum	Broadleaf weeds & annual grasses
500-599	501	6	CULTIVA INCORPORATED	ATRAZINE	JARGON 80 WP	800 g/Kg	WP	HERBICIDE	4	201-065-1797	19/01/2024	SELECTIVE (PRE-EMERGENT)	Sugarcane	Broadleaf weeds & annual grasses
500-599	501	7	TEAMAGRO TRADING CORPORATION	LAMBDA-CYHALOTHRIN	JAKPOT 2.5 EC	25 g/L	EC	INSECTICIDE	2	248-204-1557	23/08/2023	SYSTEMIC	Rice	"Green leafhopper, armyworm, rice bug, leaffolder, black bug"
500-599	501	8	TEAMAGRO TRADING CORPORATION	LAMBDA-CYHALOTHRIN	JAKPOT 2.5 EC	25 g/L	EC	INSECTICIDE	2	248-204-1557	23/08/2023	SYSTEMIC	Mango	Hoppers
500-599	501	9	TEAMAGRO TRADING CORPORATION	LAMBDA-CYHALOTHRIN	JAKPOT 2.5 EC	25 g/L	EC	INSECTICIDE	2	248-204-1557	23/08/2023	SYSTEMIC	Tomato	"Fruitworm, cutworm, aphids"
500-599	501	10	TEAMAGRO TRADING CORPORATION	LAMBDA-CYHALOTHRIN	JAKPOT 2.5 EC	25 g/L	EC	INSECTICIDE	2	248-204-1557	23/08/2023	SYSTEMIC	Onion	"Thrips, cutworm"
500-599	501	11	TEAMAGRO TRADING CORPORATION	LAMBDA-CYHALOTHRIN	JAKPOT 2.5 EC	25 g/L	EC	INSECTICIDE	2	248-204-1557	23/08/2023	SYSTEMIC	Mungbeans	"Beanfly, flea bettle, leafhopper, aphids, mites, podborer"
500-599	501	12	TEAMAGRO TRADING CORPORATION	LAMBDA-CYHALOTHRIN	JAKPOT 2.5 EC	25 g/L	EC	INSECTICIDE	2	248-204-1557	23/08/2023	SYSTEMIC	Corn	"Cornborer, aphids, seedling maggots"
500-599	501	13	TEAMAGRO TRADING CORPORATION	LAMBDA-CYHALOTHRIN	JAKPOT 2.5 EC	25 g/L	EC	INSECTICIDE	2	248-204-1557	23/08/2023	SYSTEMIC	Tobacco	"Budworm, Cutworm, aphids, katydids"
500-599	501	14	TEAMAGRO TRADING CORPORATION	LAMBDA-CYHALOTHRIN	JAKPOT 2.5 EC	25 g/L	EC	INSECTICIDE	2	248-204-1557	23/08/2023	SYSTEMIC	Cotton	Bollworm
500-599	501	15	TEAMAGRO TRADING CORPORATION	LAMBDA-CYHALOTHRIN	JAKPOT 2.5 EC	25 g/L	EC	INSECTICIDE	2	248-204-1557	23/08/2023	SYSTEMIC	Cocoa	Podborer
500-599	501	16	TEAMAGRO TRADING CORPORATION	LAMBDA-CYHALOTHRIN	JAKPOT 2.5 EC	25 g/L	EC	INSECTICIDE	2	248-204-1557	23/08/2023	SYSTEMIC	Watermelon	"Squash beetle, melon worm"
500-599	501	17	"INTERNATIONAL VETERINARY &AGROCHEMICAL (IVA), INC."	CHLOTHIANIDIN	JADE 160 WSG	160 g/Kg	WSG	INSECTICIDE	4	088-379-5243	14/10/2023	SYSTEMIC/CONTACT	Mango	"Hoppers, tip borers, thrips, cecid fly, capsid bug"
500-599	501	18	"INTERNATIONAL VETERINARY &AGROCHEMICAL (IVA), INC."	CHLOTHIANIDIN	JADE 160 WSG	160 g/Kg	WSG	INSECTICIDE	4	088-379-5243	14/10/2023	SYSTEMIC/CONTACT	Rice	"Green leafhopper, brown planthopper, leaffolder, brown/whitebacked planthopper, stemborer, black bug, rice bug"
500-599	501	19	"INTERNATIONAL VETERINARY &AGROCHEMICAL (IVA), INC."	CHLOTHIANIDIN	JADE 160 WSG	160 g/Kg	WSG	INSECTICIDE	4	088-379-5243	14/10/2023	SYSTEMIC/CONTACT	Eggplant	"leafhopper, aphids"
500-599	501	20	ADVANCED AGRISOLUTIONS PHILIPPINESCORPORATION	NICLOSAMIDE ETHANOLAMINE SALT	JABBA 70 WP	700 g/Kg	WP	MOLLUSCICIDE	4	459-229-2531	04/06/2022	CONTACT	Rice	Golden Apple Snail (Kuhol)
500-599	501	21	"INTERNATIONAL VETERINARY &AGROCHEMICAL (IVA), INC."	MANCOZEB	IVAZEB 80 WP	800 g/Kg	WP	FUNGICIDE	4	088-053-1096	30/03/2025		Potato	Early and late blight
500-599	501	22	"INTERNATIONAL VETERINARY &AGROCHEMICAL (IVA), INC."	MANCOZEB	IVAZEB 80 WP	800 g/Kg	WP	FUNGICIDE	4	088-053-1096	30/03/2025		Cabbage	"Downy mildew, alternaria leaf spot"
500-599	501	23	"INTERNATIONAL VETERINARY &AGROCHEMICAL (IVA), INC."	MANCOZEB	IVAZEB 80 WP	800 g/Kg	WP	FUNGICIDE	4	088-053-1096	30/03/2025		Cauliflower	"Downy mildew, alternaria leaf spot"
500-599	501	24	"INTERNATIONAL VETERINARY &AGROCHEMICAL (IVA), INC."	MANCOZEB	IVAZEB 80 WP	800 g/Kg	WP	FUNGICIDE	4	088-053-1096	30/03/2025		Broccoli	"Downy mildew, alternaria leaf spot"
500-599	501	25	"INTERNATIONAL VETERINARY &AGROCHEMICAL (IVA), INC."	MANCOZEB	IVAZEB 80 WP	800 g/Kg	WP	FUNGICIDE	4	088-053-1096	30/03/2025		Celery	Late blight
500-599	501	26	"INTERNATIONAL VETERINARY &AGROCHEMICAL (IVA), INC."	MANCOZEB	IVAZEB 80 WP	800 g/Kg	WP	FUNGICIDE	4	088-053-1096	30/03/2025		Cucumber	"Downy mildew, Anthracnose, Scab"
500-599	501	27	"INTERNATIONAL VETERINARY &AGROCHEMICAL (IVA), INC."	MANCOZEB	IVAZEB 80 WP	800 g/Kg	WP	FUNGICIDE	4	088-053-1096	30/03/2025		Squash	"Downy mildew, Anthracnose, Scab"
500-599	501	28	"INTERNATIONAL VETERINARY &AGROCHEMICAL (IVA), INC."	MANCOZEB	IVAZEB 80 WP	800 g/Kg	WP	FUNGICIDE	4	088-053-1096	30/03/2025		Cotton	Damping oil
500-599	502	0	NAME OF COMPANY	ACTIVE INGREDIENT	PRODUCT NAME	CONCENTRATION	FORMULATION TYPE	USE/S	TOXICITY CATEGORY	REGISTRATION NO.	EXPIRY DATE	MODE OF ENTRY	CROPS	PESTS / WEEDS / DISEASES
500-599	502	1	"INTERNATIONAL VETERINARY &AGROCHEMICAL (IVA), INC."	MANCOZEB	IVAZEB 80 WP	800 g/Kg	WP	FUNGICIDE	4	088-053-1096	30/03/2025		lettuce	Downy mildew
500-599	502	2	"INTERNATIONAL VETERINARY &AGROCHEMICAL (IVA), INC."	MANCOZEB	IVAZEB 80 WP	800 g/Kg	WP	FUNGICIDE	4	088-053-1096	30/03/2025		Beans	"Anthracnose, Downy mildew,  Rust"
500-599	502	3	"INTERNATIONAL VETERINARY &AGROCHEMICAL (IVA), INC."	MANCOZEB	IVAZEB 80 WP	800 g/Kg	WP	FUNGICIDE	4	088-053-1096	30/03/2025		Peas	"Anthracnose, Downy mildew,  Rust"
500-599	502	4	"INTERNATIONAL VETERINARY &AGROCHEMICAL (IVA), INC."	MANCOZEB	IVAZEB 80 WP	800 g/Kg	WP	FUNGICIDE	4	088-053-1096	30/03/2025		Mungo	"Anthracnose, Downy mildew,  Rust"
500-599	502	5	"INTERNATIONAL VETERINARY &AGROCHEMICAL (IVA), INC."	MANCOZEB	IVAZEB 80 WP	800 g/Kg	WP	FUNGICIDE	4	088-053-1096	30/03/2025		Tomato	"Early and late blight, Anthracnose, Septoria leaf spot"
500-599	502	6	"INTERNATIONAL VETERINARY &AGROCHEMICAL (IVA), INC."	MANCOZEB	IVAZEB 80 WP	800 g/Kg	WP	FUNGICIDE	4	088-053-1096	30/03/2025		Garlic	"Purple blotch, downy mildew, botrytis leaf blight"
500-599	502	7	"INTERNATIONAL VETERINARY &AGROCHEMICAL (IVA), INC."	MANCOZEB	IVAZEB 80 WP	800 g/Kg	WP	FUNGICIDE	4	088-053-1096	30/03/2025		Onion	"Purple blotch, downy mildew, botrytis leaf blight"
500-599	502	8	"INTERNATIONAL VETERINARY &AGROCHEMICAL (IVA), INC."	MANCOZEB	IVAZEB 80 WP	800 g/Kg	WP	FUNGICIDE	4	088-053-1096	30/03/2025		Pepper	Anthracnose
500-599	502	9	"INTERNATIONAL VETERINARY &AGROCHEMICAL (IVA), INC."	MANCOZEB	IVAZEB 80 WP	800 g/Kg	WP	FUNGICIDE	4	088-053-1096	30/03/2025		Chili	Anthracnose
500-599	502	10	"INTERNATIONAL VETERINARY &AGROCHEMICAL (IVA), INC."	MANCOZEB	IVAZEB 80 WP	800 g/Kg	WP	FUNGICIDE	4	088-053-1096	30/03/2025		Eggplant	"Blight, Anthracnose"
500-599	502	11	"INTERNATIONAL VETERINARY &AGROCHEMICAL (IVA), INC."	MANCOZEB	IVAZEB 80 WP	800 g/Kg	WP	FUNGICIDE	4	088-053-1096	30/03/2025		Banana	"Sigatoka, Black leaf streak"
500-599	502	12	"INTERNATIONAL VETERINARY &AGROCHEMICAL (IVA), INC."	MANCOZEB	IVAZEB 80 WP	800 g/Kg	WP	FUNGICIDE	4	088-053-1096	30/03/2025		Grapes	"Downy mildew, black rot"
500-599	502	13	"INTERNATIONAL VETERINARY &AGROCHEMICAL (IVA), INC."	MANCOZEB	IVAZEB 80 WP	800 g/Kg	WP	FUNGICIDE	4	088-053-1096	30/03/2025		Mango	Anthracnose and Scab
500-599	502	14	"INTERNATIONAL VETERINARY &AGROCHEMICAL (IVA), INC."	MANCOZEB	IVAZEB 80 WP	800 g/Kg	WP	FUNGICIDE	4	088-053-1096	30/03/2025		Papaya	Fruit rot
500-599	502	15	"INTERNATIONAL VETERINARY &AGROCHEMICAL (IVA), INC."	MANCOZEB	IVAZEB 80 WP	800 g/Kg	WP	FUNGICIDE	4	088-053-1096	30/03/2025		Melon	"Downy mildew, Anthracnose, Scab"
500-599	502	16	"INTERNATIONAL VETERINARY &AGROCHEMICAL (IVA), INC."	MANCOZEB	IVAZEB 80 WP	800 g/Kg	WP	FUNGICIDE	4	088-053-1096	30/03/2025		Watermelon	"Downy mildew, Anthracnose, Scab"
500-599	502	17	"INTERNATIONAL VETERINARY &AGROCHEMICAL (IVA), INC."	MANCOZEB	IVAZEB 80 WP	800 g/Kg	WP	FUNGICIDE	4	088-053-1096	30/03/2025		Corn (Sweet andPopcorn)	Helminthosporium leaf spot
500-599	502	18	"INTERNATIONAL VETERINARY &AGROCHEMICAL (IVA), INC."	MANCOZEB	IVAZEB 80 WP	800 g/Kg	WP	FUNGICIDE	4	088-053-1096	30/03/2025		Rice	"Blast, Sheath blight, cercospora leaf spot, helminthosporium leafspot"
500-599	502	19	"INTERNATIONAL VETERINARY &AGROCHEMICAL (IVA), INC."	MANCOZEB	IVAZEB 80 WP	800 g/Kg	WP	FUNGICIDE	4	088-053-1096	30/03/2025		Peanut	Cercospora leaf spot
500-599	502	20	"INTERNATIONAL VETERINARY &AGROCHEMICAL (IVA), INC."	MANCOZEB	IVAZEB 80 WP	800 g/Kg	WP	FUNGICIDE	4	088-053-1096	30/03/2025		Soybeans	Leaf rust
500-599	502	21	"INTERNATIONAL VETERINARY &AGROCHEMICAL (IVA), INC."	MANCOZEB	IVAZEB 80 WP	800 g/Kg	WP	FUNGICIDE	4	088-053-1096	30/03/2025		Ornamentals	"Black spot, blight, Anthracnose"
500-599	502	22	"INTERNATIONAL VETERINARY &AGROCHEMICAL (IVA), INC."	THIOPHANATE METHYL	IVATOP 550 SC	550 g/L	SC	FUNGICIDE	4	088-107-4167	25/10/2023	SYSTEMIC	Banana	"Anthracnose , pitmark & smoky fruit"
500-599	502	23	"INTERNATIONAL VETERINARY &AGROCHEMICAL (IVA), INC."	FENOXAPROP P-ETHYL+ETHOXYSULFURON	IVASTAR 90 SC	69+21 g/L	SC	HERBICIDE	3	088-357-5643	28/06/2024	SYSTEMIC/CONTACT	Rice (Transplanted)	"Annual grasses, sedges and broadleaf weeds"
500-599	502	24	"INTERNATIONAL VETERINARY &AGROCHEMICAL (IVA), INC."	FENOXAPROP P-ETHYL+ETHOXYSULFURON	IVASTAR 90 SC	69+21 g/L	SC	HERBICIDE	3	088-357-5643	28/06/2024	SYSTEMIC/CONTACT	Rice (Direct-seeded WetSown)	"Annual grasses, sedges and broadleaf weeds"
500-599	502	25	"INTERNATIONAL VETERINARY &AGROCHEMICAL (IVA), INC."	DIALKYL DIMETHYL AMMONIUM CHLORIDE+ALKYLDIMETHYL BENZYL AMMONIUM CHLORIDE	IVAGARD 800 SL	480+320 g/L	SL	OTHERS	2	088-436-3132	26/03/2025	-	Cavendish banana	As toll disinfectant for the control of Moko disease caused byRalstonia solanacearum
500-599	502	26	"INTERNATIONAL VETERINARY &AGROCHEMICAL (IVA), INC."	DIALKYL DIMETHYL AMMONIUM CHLORIDE+ALKYLDIMETHYL BENZYL AMMONIUM CHLORIDE	IVAGARD 800 SL	480+320 g/L	SL	OTHERS	2	088-436-3132	26/03/2025	-	Banana	Fusarium oxysporum f.sp. Cubense (Panama disease}
500-599	502	27	"INTERNATIONAL VETERINARY &AGROCHEMICAL (IVA), INC."	AZOXYSTROBIN	IVACURE 250 SC	250 g/L	SC	FUNGICIDE	4	088-309-3795	23/08/2022	SYSTEMIC	Cavendish Banana (Post-harvest treatment)	"Anthracnose,crown rot,crown mold"
500-599	502	28	"INTERNATIONAL VETERINARY &AGROCHEMICAL (IVA), INC."	AZOXYSTROBIN	IVACURE 250 SC	250 g/L	SC	FUNGICIDE	4	088-309-3795	23/08/2022	SYSTEMIC	Pineapple	Butt mold
500-599	503	0	NAME OF COMPANY	ACTIVE INGREDIENT	PRODUCT NAME	CONCENTRATION	FORMULATION TYPE	USE/S	TOXICITY CATEGORY	REGISTRATION NO.	EXPIRY DATE	MODE OF ENTRY	CROPS	PESTS / WEEDS / DISEASES
500-599	503	1	"INTERNATIONAL VETERINARY &AGROCHEMICAL (IVA), INC."	THIODICARB	IVACARB 350 FS	350 g/L	FS	INSECTICIDE	4	088-117-2964	21/02/2021	SYSTEMIC	Corn	Seed treatment
500-599	503	2	"INTERNATIONAL VETERINARY &AGROCHEMICAL (IVA), INC."	DIURON	IVA DIURON 80 WP	800 g/Kg	WP	HERBICIDE	4	088-021-0695-B(043)	24/05/2024	SYSTEMIC	Citrus	Annual and Perennial broadleaves and grasses
500-599	503	3	"INTERNATIONAL VETERINARY &AGROCHEMICAL (IVA), INC."	DIURON	IVA DIURON 80 WP	800 g/Kg	WP	HERBICIDE	4	088-021-0695-B(043)	24/05/2024	SYSTEMIC	Coffee	Annual and Perennial broadleaves and grasses
500-599	503	4	"INTERNATIONAL VETERINARY &AGROCHEMICAL (IVA), INC."	DIURON	IVA DIURON 80 WP	800 g/Kg	WP	HERBICIDE	4	088-021-0695-B(043)	24/05/2024	SYSTEMIC	Cotton	Annual and Perennial broadleaves and grasses
500-599	503	5	"INTERNATIONAL VETERINARY &AGROCHEMICAL (IVA), INC."	DIURON	IVA DIURON 80 WP	800 g/Kg	WP	HERBICIDE	4	088-021-0695-B(043)	24/05/2024	SYSTEMIC	Sugarcane	Annual and Perennial broadleaves and grasses
500-599	503	6	"INTERNATIONAL VETERINARY &AGROCHEMICAL (IVA), INC."	DIURON	IVA DIURON 80 WP	800 g/Kg	WP	HERBICIDE	4	088-021-0695-B(043)	24/05/2024	SYSTEMIC	Pineapple	Annual and Perennial broadleaves and grasses
500-599	503	7	"INTERNATIONAL VETERINARY &AGROCHEMICAL (IVA), INC."	DIURON	IVA DIURON 80 WP	800 g/Kg	WP	HERBICIDE	4	088-021-0695-B(043)	24/05/2024	SYSTEMIC	Non-crop land	Annual and Perennial broadleaves and grasses
500-599	503	8	iAGRI CHEMICAL CORPORATION	METALDEHYDE	iSCATTER 6P	60 g/Kg	P	MOLLUSCICIDE	4	534-075-3545	10/09/2018	CONTACT	Rice (Transplanted)	Golden apple snail
500-599	503	9	iAGRI CHEMICAL CORPORATION	METALDEHYDE	iSCATTER 6P	60 g/Kg	P	MOLLUSCICIDE	4	534-075-3545	10/09/2018	CONTACT	Rice (Direct-Seeded)	Golden apple snail
500-599	503	10	iAGRI CHEMICAL CORPORATION	METALDEHYDE	iSCATTER 6P	60 g/Kg	P	MOLLUSCICIDE	4	534-075-3545	10/09/2018	CONTACT	Potted and driftwood-attached plants such as	"Bush, snails, giant african snail and slugs"
500-599	503	11	iAGRI CHEMICAL CORPORATION	METALDEHYDE	iSCATTER 6P	60 g/Kg	P	MOLLUSCICIDE	4	534-075-3545	10/09/2018	CONTACT	Chinese Cabbage	"Slug, snails"
500-599	503	12	iAGRI CHEMICAL CORPORATION	METALDEHYDE	iSCATTER 6P	60 g/Kg	P	MOLLUSCICIDE	4	534-075-3545	10/09/2018	CONTACT	Strawberry	"Slug, snails"
500-599	503	13	"ENVIREAU PACIFIC INC,"	COPPER SULFATE PENTAHYDRATE	IONIC COPPER CONCENTRATE	50g/L	-	FUNGICIDE	4	503-422-2848	11/06/2021	CONTACT	Banana	"Black sigatoka, diamond spot, finger rot & freckle"
500-599	503	14	"ENVIREAU PACIFIC INC,"	COPPER SULFATE PENTAHYDRATE	IONIC COPPER CONCENTRATE	50g/L	-	FUNGICIDE	4	503-422-2848	11/06/2021	CONTACT	Tomato	"Early blight, bacterial spots, bacterial specks & bacterial wilt"
500-599	503	15	"ENVIREAU PACIFIC INC,"	COPPER SULFATE PENTAHYDRATE	IONIC COPPER CONCENTRATE	50g/L	-	FUNGICIDE	4	503-422-2848	11/06/2021	CONTACT	Corn	Ear rot
500-599	503	16	"ENVIREAU PACIFIC INC,"	COPPER SULFATE PENTAHYDRATE	IONIC COPPER CONCENTRATE	50g/L	-	FUNGICIDE	4	503-422-2848	11/06/2021	CONTACT	Pineapple	Bacterial heart rot
500-599	503	17	"ENVIREAU PACIFIC INC,"	COPPER SULFATE PENTAHYDRATE	IONIC COPPER CONCENTRATE	50g/L	-	FUNGICIDE	4	503-422-2848	11/06/2021	CONTACT	Rice	Bacterial leaf blight
500-599	503	18	"CORTEVA AGRISCIENCE PHILIPPINES, INC."	"Cry1F, Cry1Ab and CRY2AB2"	INTRASECT (TC1507 x MON810 x NK603)	-	-	iNSECTICIDE	-	PIP-04-05-11	25/10/2024	-	Corn	Fall armyworm (PIP)
500-599	503	19	"NXN 800, INC."	CYPERMETHRIN	INTERPOL 5 EC	50g/L	EC	INSECTICIDE	4	653-037-4866	17/03/2020	CONTACT	Mango	"Leafhopper, twig borer, tip borer, fruit fly"
500-599	503	20	"NXN 800, INC."	CYPERMETHRIN	INTERPOL 5 EC	50g/L	EC	INSECTICIDE	4	653-037-4866	17/03/2020	CONTACT	Rice	"Green leafhopper, brown planthopper, white-backed planthopper,leaffolder, stem borer, armyworm, rice bug"
500-599	503	21	"NXN 800, INC."	CYPERMETHRIN	INTERPOL 5 EC	50g/L	EC	INSECTICIDE	4	653-037-4866	17/03/2020	CONTACT	Cabbage	"Diamond back-moth, cabbage moth, worm"
500-599	503	22	"NXN 800, INC."	CYPERMETHRIN	INTERPOL 5 EC	50g/L	EC	INSECTICIDE	4	653-037-4866	17/03/2020	CONTACT	Beans	"Pod borer, beanfly, leafminer, aphids, cutworm"
500-599	503	23	"NXN 800, INC."	CYPERMETHRIN	INTERPOL 5 EC	50g/L	EC	INSECTICIDE	4	653-037-4866	17/03/2020	CONTACT	Tomato	"Tomato fruitworm, aphids, beetle"
500-599	503	24	"NXN 800, INC."	CYPERMETHRIN	INTERPOL 5 EC	50g/L	EC	INSECTICIDE	4	653-037-4866	17/03/2020	CONTACT	Watermelon	"Aphids, thrips, beetle"
500-599	503	25	"NXN 800, INC."	CYPERMETHRIN	INTERPOL 5 EC	50g/L	EC	INSECTICIDE	4	653-037-4866	17/03/2020	CONTACT	Onion	"Thrips, cutworm"
500-599	503	26	"NXN 800, INC."	CYPERMETHRIN	INTERPOL 5 EC	50g/L	EC	INSECTICIDE	4	653-037-4866	17/03/2020	CONTACT	Banana	"Thrips, scarring beetle"
500-599	503	27	"NXN 800, INC."	CYPERMETHRIN	INTERPOL 5 EC	50g/L	EC	INSECTICIDE	4	653-037-4866	17/03/2020	CONTACT	Cotton	"Bollworm, cutworm, leafworm, aphids, leafhopper, thrips, bollweevil"
